fr-reforme1990_only,fr-classique_only
médicoprofessionnelle,médico-professionnelle
médicoprofessionnelles,médico-professionnelles
médicoprofessionnels,médico-professionnels
médicopsychologique,médico-psychologique
médicopsychologiques,médico-psychologiques
médicosocial,médico-social
médicosociale,médico-sociale
médicosociales,médico-sociales
médicosociaux,médico-sociaux
médicosportif,médico-sportif
médicosportifs,médico-sportifs
médicosportive,médico-sportive
médicosportives,médico-sportives
médioocéanique,médio-océanique
médioocéaniques,médio-océaniques
mégacandéla,mégacandela
mégacandélas,mégacandelas
mégawéber,mégaweber
mégawébers,mégawebers
méhalla,mehalla
méhallas,mehallas
mêletout,mêle-tout
mélimélo,méli-mélo
meltingpot,melting-pot
meltingpots,melting-pots
menchévique,menchevique
menchéviques,mencheviques
ménin,menin
ménine,menine
ménines,menines
méningoencéphalite,méningo-encéphalite
méningoencéphalites,méningo-encéphalites
ménins,menins
mésa,mesa
mésas,mesas
mètrera,métrera
mètrerai,métrerai
mètreraient,métreraient
mètrerais,métrerais
mètrerait,métrerait
mètreras,métreras
mètrerez,métrerez
mètreriez,métreriez
mètrerions,métrerions
mètrerons,métrerons
mètreront,métreront
mezzosoprano,mezzo-soprano
mezzosopranos,mezzo-sopranos
miammiam,miam-miam
mi-aout,mi-août
microcandéla,microcandela
microcandélas,microcandelas
microondable,micro-ondable
microondables,micro-ondables
microonde,micro-onde
microondes,micro-ondes
microordinateur,micro-ordinateur
microordinateurs,micro-ordinateurs
microorganisme,micro-organisme
microorganismes,micro-organismes
microwéber,microweber
microwébers,microwebers
milkbar,milk-bar
milkbars,milk-bars
milkshake,milk-shake
milkshakes,milk-shakes
millefeuille,mille-feuille
millefeuilles,mille-feuilles
millefleurs,mille-fleurs
millepattes,mille-pattes
millicandéla,millicandela
millicandélas,millicandelas
milliwéber,milliweber
milliwébers,milliwebers
miniordinateur,mini-ordinateur
miniordinateurs,mini-ordinateurs
minisérie,mini-série
miniséries,mini-séries
misèrera,misérera
misèrerai,misérerai
misèreraient,miséreraient
misèrerais,misérerais
misèrerait,misérerait
misèreras,miséreras
misèrerez,misérerez
misèreriez,miséreriez
misèrerions,misérerions
misèrerons,misérerons
misèreront,miséreront
modérato,moderato
modératos,moderatos
modèrera,modérera
modèrerai,modérerai
modèreraient,modéreraient
modèrerais,modérerais
modèrerait,modérerait
modèreras,modéreras
modèrerez,modérerez
modèreriez,modéreriez
modèrerions,modérerions
modèrerons,modérerons
modèreront,modéreront
monte-fut,monte-fût
morigènera,morigénera
morigènerai,morigénerai
morigèneraient,morigéneraient
morigènerais,morigénerais
morigènerait,morigénerait
morigèneras,morigéneras
morigènerez,morigénerez
morigèneriez,morigéneriez
morigènerions,morigénerions
morigènerons,morigénerons
morigèneront,morigéneront
mousquèterie,mousqueterie
mousquèteries,mousqueteries
mout,moût
mouts,moûts
muléta,muleta
mulétas,muletas
multiinstrumentiste,multi-instrumentiste
multiinstrumentistes,multi-instrumentistes
multiplateforme,multiplate-forme
multiplateformes,multiplate-formes
multiutilisateur,multi-utilisateur
multiutilisateurs,multi-utilisateurs
murè,mûre
murement,mûrement
muri,mûri
murie,mûrie
murier,mûrier
muriers,mûriers
muries,mûries
murîmes,mûrîmes
murir,mûrir
murira,mûrira
murirai,mûrirai
muriraient,mûriraient
murirais,mûrirais
murirait,mûrirait
muriras,mûriras
murirent,mûrirent
murirez,mûrirez
muririez,mûririez
muririons,mûririons
murirons,mûrirons
muriront,mûriront
muris,mûris
murissage,mûrissage
murissages,mûrissages
murissaient,mûrissaient
murissais,mûrissais
murissait,mûrissait
murissant,mûrissant
murissante,mûrissante
murissantes,mûrissantes
murissants,mûrissants
murisse,mûrisse
murissement,mûrissement
murissements,mûrissements
murissent,mûrissent
murisserie,mûrisserie
murisseries,mûrisseries
murisses,mûrisses
murissez,mûrissez
murissiez,mûrissiez
murissions,mûrissions
murissons,mûrissons
murîtes,mûrîtes
muron,mûron
musculosquelettique,musculo-squelettique
musculosquelettiques,musculo-squelettiques
nait,naît
naitra,naîtra
naitrai,naîtrai
naitraient,naîtraient
naitrais,naîtrais
naitrait,naîtrait
naitras,naîtras
naitre,naître
naitrez,naîtrez
naitriez,naîtriez
naitrions,naîtrions
naitrons,naîtrons
naitront,naîtront
nanocandéla,nanocandela
nanocandélas,nanocandelas
nanowéber,nanoweber
nanowébers,nanowebers
négrospiritual,negro-spiritual
négrospirituals,negro-spirituals
néocalédonien,néo-calédonien
néocalédonienne,néo-calédonienne
néocalédoniennes,néo-calédoniennes
néocalédoniens,néo-calédoniens
néohébridais,néo-hébridais
néohébridaise,néo-hébridaise
néohébridaises,néo-hébridaises
néozélandais,néo-zélandais
néozélandaise,néo-zélandaise
néozélandaises,néo-zélandaises
newlook,new-look
nightclub,night-club
nightclubs,night-clubs
nivoglaciaire,nivo-glaciaire
nivoglaciaires,nivo-glaciaires
nivopluvial,nivo-pluvial
nivopluviale,nivo-pluviale
nivopluviales,nivo-pluviales
nivopluviaux,nivo-pluviaux
nocébo,nocebo
nocébos,nocebos
nonstop,non-stop
noroit,noroît
noroits,noroîts
nument,nûment
numérus,numerus
nuocmam,nuoc-mâm
obèrera,obérera
obèrerai,obérerai
obèreraient,obéreraient
obèrerais,obérerais
obèrerait,obérerait
obèreras,obéreras
obèrerez,obérerez
obèreriez,obéreriez
obèrerions,obérerions
obèrerons,obérerons
obèreront,obéreront
oblitèrera,oblitérera
oblitèrerai,oblitérerai
oblitèreraient,oblitéreraient
oblitèrerais,oblitérerais
oblitèrerait,oblitérerait
oblitèreras,oblitéreras
oblitèrerez,oblitérerez
oblitèreriez,oblitéreriez
oblitèrerions,oblitérerions
oblitèrerons,oblitérerons
oblitèreront,oblitéreront
obsèdera,obsédera
obsèderai,obséderai
obsèderaient,obséderaient
obsèderais,obséderais
obsèderait,obséderait
obsèderas,obséderas
obsèderez,obséderez
obsèderiez,obséderiez
obsèderions,obséderions
obsèderons,obséderons
obsèderont,obséderont
obtempèrera,obtempérera
obtempèrerai,obtempérerai
obtempèreraient,obtempéreraient
obtempèrerais,obtempérerais
obtempèrerait,obtempérerait
obtempèreras,obtempéreras
obtempèrerez,obtempérerez
obtempèreriez,obtempéreriez
obtempèrerions,obtempérerions
obtempèrerons,obtempérerons
obtempèreront,obtempéreront
onestep,one-step
onesteps,one-steps
opérandi,operandi
opèrera,opérera
opèrerai,opérerai
opèreraient,opéreraient
opèrerais,opérerais
opèrerait,opérerait
opèreras,opéreras
opèrerez,opérerez
opèreriez,opéreriez
opèrerions,opérerions
opèrerons,opérerons
opèreront,opéreront
orchiépididymite,orchi-épididymite
orchiépididymites,orchi-épididymites
oscillobattant,oscillo-battant
oscillobattante,oscillo-battante
oscillobattantes,oscillo-battantes
oscillobattants,oscillo-battants
oscillocoulissant,oscillo-coulissant
oscillocoulissante,oscillo-coulissante
oscillocoulissantes,oscillo-coulissantes
oscillocoulissants,oscillo-coulissants
ossobuco,osso-buco
otorhino,oto-rhino
otorhinolaryngologie,oto-rhino-laryngologie
otorhinolaryngologies,oto-rhino-laryngologies
otorhinolaryngologique,oto-rhino-laryngologique
otorhinolaryngologiques,oto-rhino-laryngologiques
otorhinolaryngologiste,oto-rhino-laryngologiste
otorhinolaryngologistes,oto-rhino-laryngologistes
otorhinos,oto-rhinos
ouvre-boite,ouvre-boîte
ouvre-boites,ouvre-boîtes
ouvre-huitre,ouvre-huître
ouvre-huitres,ouvre-huîtres
oxygènera,oxygénera
oxygènerai,oxygénerai
oxygèneraient,oxygéneraient
oxygènerais,oxygénerais
oxygènerait,oxygénerait
oxygèneras,oxygéneras
oxygènerez,oxygénerez
oxygèneriez,oxygéneriez
oxygènerions,oxygénerions
oxygènerons,oxygénerons
oxygèneront,oxygéneront
pait,paît
paitra,paîtra
paitrai,paîtrai
paitraient,paîtraient
paitrais,paîtrais
paitrait,paîtrait
paitras,paîtras
paitre,paître
paitrez,paîtrez
paitriez,paîtriez
paitrions,paîtrions
paitrons,paîtrons
paitront,paîtront
panatéla,panatela
panatélas,panatelas
panèterie,paneterie
panèteries,paneteries
papèterie,papeterie
papèteries,papeteries
paraitra,paraîtra
paraitrai,paraîtrai
paraitraient,paraîtraient
paraitrais,paraîtrais
paraitrait,paraîtrait
paraitras,paraîtras
paraitre,paraître
paraitrez,paraîtrez
paraitriez,paraîtriez
paraitrions,paraîtrions
paraitrons,paraîtrons
paraitront,paraîtront
paramètrera,paramétrera
paramètrerai,paramétrerai
paramètreraient,paramétreraient
paramètrerais,paramétrerais
paramètrerait,paramétrerait
paramètreras,paramétreras
paramètrerez,paramétrerez
paramètreriez,paramétreriez
paramètrerions,paramétrerions
paramètrerons,paramétrerons
paramètreront,paramétreront
parebrise,pare-brise
parebrises,pare-brises
parechocs,pare-chocs
parquèterie,parqueterie
parquèteries,parqueteries
paséo,paseo
paséos,paseos
pasodoble,paso-doble
passepartout,passe-partout
passepasse,passe-passe
passetemps,passe-temps
pèchera,péchera
pècherai,pécherai
pècheraient,pécheraient
pècherais,pécherais
pècherait,pécherait
pècheras,pécheras
pècherez,pécherez
pècheriez,pécheriez
pècherions,pécherions
pècherons,pécherons
pècheront,pécheront
pécorino,pecorino
pécorinos,pecorinos
pédigrée,pedigree
pédigrées,pedigrees
pédum,pedum
pédums,pedums
peepshow,peep-show
peepshows,peep-shows
pélagos,pelagos
pêlemêle,pêle-mêle
pénètrera,pénétrera
pénètrerai,pénétrerai
pénètreraient,pénétreraient
pénètrerais,pénétrerais
pénètrerait,pénétrerait
pénètreras,pénétreras
pénètrerez,pénétrerez
pénètreriez,pénétreriez
pénètrerions,pénétrerions
pénètrerons,pénétrerons
pénètreront,pénétreront
pèperin,péperin
pèperins,péperins
pèquenaud,péquenaud
pèquenaude,péquenaude
pèquenaudes,péquenaudes
pèquenauds,péquenauds
pèquenot,péquenot
pèquenots,péquenots
pèquenotte,péquenotte
pèquenottes,péquenottes
percemaille,perce-maille
percemailles,perce-mailles
percutiréaction,percuti-réaction
percutiréactions,percuti-réactions
pérestroïka,perestroïka
périinformatique,péri-informatique
périinformatiques,péri-informatiques
péronéotibial,péronéo-tibial
péronéotibiale,péronéo-tibiale
péronéotibiales,péronéo-tibiales
péronéotibiaux,péronéo-tibiaux
perpètrera,perpétrera
perpètrerai,perpétrerai
perpètreraient,perpétreraient
perpètrerais,perpétrerais
perpètrerait,perpétrerait
perpètreras,perpétreras
perpètrerez,perpétrerez
perpètreriez,perpétreriez
perpètrerions,perpétrerions
perpètrerons,perpétrerons
perpètreront,perpétreront
persévèrera,persévérera
persévèrerai,persévérerai
persévèreraient,persévéreraient
persévèrerais,persévérerais
persévèrerait,persévérerait
persévèreras,persévéreras
persévèrerez,persévérerez
persévèreriez,persévéreriez
persévèrerions,persévérerions
persévèrerons,persévérerons
persévèreront,persévéreront
pèse-mout,pèse-moût
pèse-mouts,pèse-moûts
péséta,peseta
pésétas,pesetas
péso,peso
pésos,pesos
pestifèrera,pestiférera
pestifèrerai,pestiférerai
pestifèreraient,pestiféreraient
pestifèrerais,pestiférerais
pestifèrerait,pestiférerait
pestifèreras,pestiféreras
pestifèrerez,pestiférerez
pestifèreriez,pestiféreriez
pestifèrerions,pestiférerions
pestifèrerons,pestiférerons
pestifèreront,pestiféreront
pétaampère,petaampère
pétaampères,petaampères
pétabecquerel,petabecquerel
pétabecquerels,petabecquerels
pétacalorie,petacalorie
pétacalories,petacalories
pétacandéla,petacandela
pétacandélas,petacandelas
pétacoulomb,petacoulomb
pétacoulombs,petacoulombs
pétacurie,petacurie
pétacuries,petacuries
pétadalton,petadalton
pétadaltons,petadaltons
pétaélectronvolt,petaélectronvolt
pétaélectronvolts,petaélectronvolts
pétafarad,petafarad
pétafarads,petafarads
pétaflops,petaflops
pétagauss,petagauss
pétagramme,petagramme
pétagrammes,petagrammes
pétagray,petagray
pétagrays,petagrays
pétahenry,petahenry
pétahenrys,petahenrys
pétahertz,petahertz
pétajoule,petajoule
pétajoules,petajoules
pétakatal,petakatal
pétakatals,petakatals
pétakelvin,petakelvin
pétakelvins,petakelvins
pétalitre,petalitre
pétalitres,petalitres
pétalumen,petalumen
pétalumens,petalumens
pétalux,petalux
pétamètre,petamètre
pétamètres,petamètres
pétamole,petamole
pétamoles,petamoles
pétanewton,petanewton
pétanewtons,petanewtons
pétaohm,petaohm
pétaohms,petaohms
pétapascal,petapascal
pétapascals,petapascals
pétapoise,petapoise
pétapoises,petapoises
pétaradian,petaradian
pétaradians,petaradians
pétaroentgen,petaroentgen
pétaroentgens,petaroentgens
pétaseconde,petaseconde
pétasecondes,petasecondes
pétasiemens,petasiemens
pétasievert,petasievert
pétasieverts,petasieverts
pétastéradian,petastéradian
pétastéradians,petastéradians
pétatesla,petatesla
pétateslas,petateslas
pétavolt,petavolt
pétavoltampère,petavoltampère
pétavoltampères,petavoltampères
pétavolts,petavolts
pétawatt,petawatt
pétawattheure,petawattheure
pétawattheures,petawattheures
pétawatts,petawatts
pétawéber,petaweber
pétawébers,petawebers
pètera,pétera
pèterai,péterai
pèteraient,péteraient
pèterais,péterais
pèterait,péterait
pèteras,péteras
pèterez,péterez
pèteriez,péteriez
pèterions,péterions
pèterons,péterons
pèteront,péteront
petite-maitresse,petite-maîtresse
petites-maitresses,petites-maîtresses
petit-maitre,petit-maître
petits-maitres,petits-maîtres
pharyngolaryngite,pharyngo-laryngite
pharyngolaryngites,pharyngo-laryngites
photofinish,photo-finish
photorobot,photo-robot
physicochimie,physico-chimie
physicochimies,physico-chimies
physicochimique,physico-chimique
physicochimiques,physico-chimiques
physicochimiste,physico-chimiste
physicochimistes,physico-chimistes
physicomathématique,physico-mathématique
physicomathématiques,physico-mathématiques
physicothéologique,physico-théologique
physicothéologiques,physico-théologiques
pianoforté,pianoforte
pickup,pick-up
picocandéla,picocandela
picocandélas,picocandelas
picowéber,picoweber
picowébers,picowebers
piègera,piégera
piègerai,piégerai
piègeraient,piégeraient
piègerais,piégerais
piègerait,piégerait
piègeras,piégeras
piègerez,piégerez
piègeriez,piégeriez
piègerions,piégerions
piègerons,piégerons
piègeront,piégeront
piètement,piétement
piètements,piétements
piètera,piétera
pièterai,piéterai
pièteraient,piéteraient
pièterais,piéterais
pièterait,piéterait
pièteras,piéteras
pièterez,piéterez
pièteriez,piéteriez
pièterions,piéterions
pièterons,piéterons
pièteront,piéteront
pilosébacé,pilo-sébacé
pilosébacée,pilo-sébacée
pilosébacées,pilo-sébacées
pilosébacés,pilo-sébacés
pingpong,ping-pong
pingpongs,ping-pongs
pinup,pin-up
piqueniqua,pique-niqua
piqueniquai,pique-niquai
piqueniquaient,pique-niquaient
piqueniquais,pique-niquais
piqueniquait,pique-niquait
piqueniquâmes,pique-niquâmes
piqueniquant,pique-niquant
piqueniquas,pique-niquas
